CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
@,,,,,,,,,,,CRD 199
37266,,,,,,,850,960,,,CRD 200
37266,,,,,,,970,1020,,,CRD 200
62411,850,960,,,850,960,,,,,CRD 245
62883,,,850,1080,,,,,,,CRD 247
37268,,,,,730,780,,,,,CRD 290
@,,,,,,,,,,,CRD 292
@,,,,,,,,,,,CRD 298
@,,,,,,,,,,,CRD 299
36894,730,840,,,730,840,,,,,COM 001
36895,,,850,960,,,850,960,,,COM 001
36897,,,730,840,,,730,840,,,COM 002
36898,600,710,,,600,710,,,,,COM 002
36899,,,970,1080,,,970,1080,,,COM 003
36900,850,960,,,850,960,,,,,COM 003
36901,730,840,,,730,840,,,,,COM 004
36902,970,1080,,,970,1080,,,,,COM 004
36903,,,850,960,,,850,960,,,COM 004
36904,480,590,,,480,590,,,,,COM 004
62631,,,,,1150,1200,,,,,COM 005
62631,,,730,810,,,730,810,,,COM 005
62632,,,,,1210,1260,,,,,COM 005
62632,,,730,810,,,730,810,,,COM 005
62633,,,730,810,,,730,810,,,COM 005
62633,,,,,,,970,1020,,,COM 005
62634,,,730,810,,,730,810,,,COM 005
62634,,,,,,,1030,1080,,,COM 005
62635,,,730,810,,,730,810,,,COM 005
62635,,,,,,,,,540,590,COM 005
62636,,,730,810,,,730,810,,,COM 005
62636,,,,,,,,,600,650,COM 005
36911,,,,,1030,1080,,,,,COM 007
36911,,,630,710,,,630,710,,,COM 007
36912,,,,,1090,1140,,,,,COM 007
36912,,,630,710,,,630,710,,,COM 007
36913,,,,,,,1030,1080,,,COM 007
36913,,,630,710,,,630,710,,,COM 007
36914,,,,,,,1090,1140,,,COM 007
36914,,,630,710,,,630,710,,,COM 007
36915,,,,,,,,,600,650,COM 007
36915,,,630,710,,,630,710,,,COM 007
36916,,,,,,,,,660,710,COM 007
36916,,,630,710,,,630,710,,,COM 007
36917,,,600,710,,,,,,,COM 010H
36918,,,,,,,600,710,,,COM 010H
@,,,,,,,,,,,COM 098
@,,,,,,,,,,,COM 099
62069,,,630,710,,,630,710,,,COM 110
62069,,,,,1030,1200,,,,,COM 110
62072,600,650,,,600,650,,,600,650,COM 135
62073,660,710,,,660,710,,,660,710,COM 144
62361,,,1000,1080,,,1000,1080,,,COM 154
62212,,,820,900,,,820,900,,,COM 156
@,,,,,,,,,,,COM 194H
36941,,,820,900,,,820,900,,,COM 195
@,,,,,,,,,,,COM 197T
@,,,,,,,,,,,COM 198
@,,,,,,,,,,,COM 199
62077,,,850,1020,,,,,,,COM 210
@,,,,,,,,,,,COM 250A
@,,,,,,,,,,,COM 250B
@,,,,,,,,,,,COM 250C
@,,,,,,,,,,,COM 250C
@,,,,,,,,,,,COM 250D
@,,,,,,,,,,,COM 250D
@,,,,,,,,,,,COM 298
@,,,,,,,,,,,COM 299
@,,,,,,,,,,,COM 299D
@,,,,,,,,,,,COM 396
@,,,,,,,,,,,CNS 092
@,,,,,,,,,,,CNS 192
@,,,,,,,,,,,CNS 198
@,,,,,,,,,,,CNS 199
@,,,,,,,,,,,CNS 299
62222,,,,,,,730,900,,,CRI 200C
37364,820,990,,,,,,,,,CST 200C
37365,,,,,790,960,,,,,CST 206
@,,,,,,,,,,,CST 270A
@,,,,,,,,,,,CST 270A
@,,,,,,,,,,,CST 270B
@,,,,,,,,,,,CST 270B
@,,,,,,,,,,,CST 270C
@,,,,,,,,,,,CST 270C
37381,,,,,,,970,1080,,,CST 290
@,,,,,,,,,,,CST 298
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299D
@,,,,,,,,,,,CST 396
37506,,,790,840,,,790,840,,,DES 014
37506,,,850,960,,,850,960,,,DES 014
37507,,,1000,1050,,,1000,1050,,,DES 014
37507,,,1060,1170,,,1060,1170,,,DES 014
61972,,,790,840,,,790,840,,,DES 014
61972,,,850,960,,,850,960,,,DES 014
37508,,,540,590,,,540,590,,,DES 015
37508,,,600,710,,,600,710,,,DES 015
37509,,,790,840,,,790,840,,,DES 015
37509,,,850,960,,,850,960,,,DES 015
37510,,,820,870,,,820,870,,,DES 016
37510,,,880,990,,,880,990,,,DES 016
37511,,,1000,1050,,,1000,1050,,,DES 016
37511,,,1060,1170,,,1060,1170,,,DES 016
37512,1060,1170,,,1060,1170,,,,,DES 016
37512,1000,1050,,,1000,1050,,,,,DES 016
61973,790,840,,,790,840,,,,,DES 021
61973,850,960,,,850,960,,,,,DES 021
61975,,,,,,,,,540,590,DES 040C
61975,,,630,710,,,630,710,,,DES 040C
61976,,,,,,,,,600,650,DES 040C
61976,,,630,710,,,630,710,,,DES 040C
61977,,,630,710,,,630,710,,,DES 040C
61977,,,,,,,970,1020,,,DES 040C
61978,,,630,710,,,630,710,,,DES 040C
61978,,,,,,,1030,1080,,,DES 040C
61979,,,,,,,,,600,650,DES 040C
61979,,,630,710,,,630,710,,,DES 040C
61981,,,,,,,,,660,710,DES 040C
61981,,,630,710,,,630,710,,,DES 040C
61982,,,,,1030,1080,,,,,DES 040C
61982,,,630,710,,,630,710,,,DES 040C
61983,,,630,710,,,630,710,,,DES 040C
61983,,,,,1090,1140,,,,,DES 040C
37518,600,710,,,600,710,,,,,DES 050
37518,540,590,,,540,590,,,,,DES 050
61974,540,710,,,540,710,,,,,DES 051
37519,,,600,710,,,600,710,,,DES 070
37519,,,540,590,,,540,590,,,DES 070
@,,,,,,,,,,,DES 099
37538,,,970,1020,,,970,1020,,,DES 107
37538,,,1030,1140,,,1030,1140,,,DES 107
37539,1000,1170,,,1000,1170,,,,,DES 111
37541,1030,1200,,,1030,1200,,,,,DES 112
37542,970,1140,,,970,1140,,,,,DES 112
37543,790,960,,,790,960,,,,,DES 113
37544,,,540,590,,,540,590,,,DES 115
37544,,,600,710,,,600,710,,,DES 115
37545,970,1020,,,970,1020,,,,,DES 115
37545,1030,1140,,,1030,1140,,,,,DES 115
37547,790,840,,,790,840,,,,,DES 116
37547,850,960,,,850,960,,,,,DES 116
37548,820,870,,,820,870,,,,,DES 117
37548,880,990,,,880,990,,,,,DES 117
37549,,,1000,1050,,,1000,1050,,,DES 117
37549,,,1060,1170,,,1060,1170,,,DES 117
37552,540,590,,,540,590,,,,,DES 127B
37552,600,710,,,600,710,,,,,DES 127B
61994,,,600,710,,,600,710,,,DES 127B
61994,,,540,590,,,540,590,,,DES 127B
37554,970,1020,,,970,1020,,,,,DES 132A
37554,1030,1140,,,1030,1140,,,,,DES 132A
37555,540,590,,,540,590,,,,,DES 134A
37555,600,710,,,600,710,,,,,DES 134A
37556,,,1030,1140,,,1030,1140,,,DES 135A
37556,,,970,1020,,,970,1020,,,DES 135A
62674,,,,,,,970,1020,,,DES 141
62674,,,730,810,,,730,810,,,DES 141
62681,,,,,,,1030,1080,,,DES 141
62681,,,730,810,,,730,810,,,DES 141
62683,,,730,810,,,730,810,,,DES 141
62683,970,1020,,,,,,,,,DES 141
62684,1030,1080,,,,,,,,,DES 141
62684,,,730,810,,,730,810,,,DES 141
37559,,,1000,1080,,,1000,1080,,,DES 142A
61995,,,820,900,,,820,900,,,DES 149
61995,,,,,1030,1080,,,,,DES 149
61996,,,820,900,,,820,900,,,DES 149
61996,,,,,1090,1140,,,,,DES 149
61997,,,820,900,,,820,900,,,DES 149
61997,,,,,910,960,,,,,DES 149
61998,,,820,900,,,820,900,,,DES 149
61998,,,,,970,1020,,,,,DES 149
61985,820,990,,,820,990,,,,,DES 150
37565,,,540,590,,,540,590,,,DES 151
37565,,,600,710,,,600,710,,,DES 151
37566,,,880,990,,,880,990,,,DES 151
37566,,,820,870,,,820,870,,,DES 151
37567,540,590,,,540,590,,,,,DES 154
37567,600,710,,,600,710,,,,,DES 154
62009,,,790,960,,,790,960,,,DES 156
61986,,,540,710,,,540,710,,,DES 157
62897,790,960,,,790,960,,,,,DES 158
37568,,,540,590,,,540,590,,,DES 159
37568,,,600,710,,,600,710,,,DES 159
61987,,,790,960,,,790,960,,,DES 165
37569,790,960,,,790,960,,,,,DES 166
37572,,,970,1020,,,970,1020,,,DES 171
37572,,,1030,1140,,,1030,1140,,,DES 171
62689,540,710,,,540,710,,,,,DES 175
61999,790,960,,,790,960,,,,,DES 178
61988,,,540,590,,,540,590,,,DES 187
61988,,,600,710,,,600,710,,,DES 187
@,,,,,,,,,,,DES 192
@,,,,,,,,,,,DES 197T
@,,,,,,,,,,,DES 198
@,,,,,,,,,,,DES 199
37778,,,,,,,,,790,960,DES 223
@,,,,,,,,,,,DES 290
37787,970,1140,,,970,1140,,,,,DES 290
@,,,,,,,,,,,DES 298
37918,480,590,,,480,590,,,,,DRA 010
37919,480,590,,,480,590,,,,,DRA 010
37920,,,480,590,,,480,590,,,DRA 010
37921,480,590,,,480,590,,,,,DRA 010
37922,,,480,590,,,480,590,,,DRA 010
37923,,,480,590,,,480,590,,,DRA 010
37924,,,600,620,,,600,620,,,DRA 014
37924,,,630,710,,,630,710,,,DRA 014
37925,540,590,,,540,590,,,,,DRA 021A
37925,600,710,,,600,710,,,,,DRA 021A
62071,600,710,,,600,710,,,,,DRA 024
37926,,,850,960,,,850,960,,,DRA 028
@,,,,,,,,,,,DRA 030
37949,600,710,,,600,710,,,,,DRA 040A
62865,730,840,,,730,840,,,,,DRA 040A
37951,,,600,710,,,600,710,,,DRA 042A
62070,,,850,960,,,850,960,,,DRA 042A
62861,,,730,840,,,730,840,,,DRA 042A
37953,,,970,1080,,,970,1080,,,DRA 043A
37954,,,600,710,,,600,710,,,DRA 056C
@,,,,,,,,,,,DRA 098
@,,,,,,,,,,,DRA 099
@,730,840,,,730,840,,,,,DRA 111
37995,850,1020,,,850,1020,,,,,DRA 120
62076,730,840,,,730,840,,,,,DRA 122C
37997,,,730,840,,,730,840,,,DRA 124C
62766,,,,,,,,,,,DRA 127A
62766,1320,770,,,1320,770,,,,,DRA 127A
38000,940,960,,,940,960,,,,,DRA 140A
38000,850,930,,,850,930,,,,,DRA 140A
38002,,,,,,,,,,,DRA 145
38002,970,1140,,,970,1140,,,,,DRA 145
62645,,,730,840,,,730,840,,,DRA 155A
62764,,,,,,,,,,,DRA 156B
62764,600,710,,,600,710,,,,,DRA 156B
@,,,,,,,,,,,DRA 180
@,,,,,,,,,,,DRA 180A
@,,,,,,,,,,,DRA 180B
@,,,,,,,,,,,DRA 180C
@,,,,,,,,,,,DRA 180D
@,,,,,,,,,,,DRA 180E
@,,,,,,,,,,,DRA 180F
@,,,,,,,,,,,DRA 180G
62875,,,540,650,,,540,650,,,DRA 185B
@,,,,,,,,,,,DRA 192
@,,,,,,,,,,,DRA 194HB
@,,,,,,,,,,,DRA 197T
@,,,,,,,,,,,DRA 198
@,,,,,,,,,,,DRA 199
62078,,,790,960,,,,,,,DRA 251
62078,,,,,,,790,960,,,DRA 251
@,,,,,,,,,,,DRA 280
@,,,,,,,,,,,DRA 298
@,,,,,,,,,,,DRA 299
@,,,,,,,,,,,DRA 299D
@,,,,,,,,,,,DRA 396
@,,,,,,,,,,,EAS 192
@,,,,,,,,,,,EAS 194H
@,,,,,,,,,,,EAS 196A
@,,,,,,,,,,,EAS 196A
@,,,,,,,,,,,EAS 198
39733,600,680,,,600,680,,,,,ECL 208
39733,690,710,,,690,710,,,,,ECL 208
39734,,,790,900,,,,,,,ECL 212A
39734,,,,,,,790,840,,,ECL 212A
39734,,,,,,,850,900,,,ECL 212A
39735,,,790,840,,,,,,,ECL 214
39735,,,850,930,,,,,,,ECL 214
39735,,,,,,,,,,,ECL 214
39737,,,,,,,,,,,ECL 225
39737,,,,,,,,,,,ECL 225
62809,,,600,710,,,,,,,ECL 233
62809,,,,,,,660,710,,,ECL 233
@,,,,,,,,,,,ECL 290
39812,,,,,,,970,1050,,,ECL 296
@,,,,,,,,,,,ECL 297T
@,,,,,,,,,,,ECL 298
@,,,,,,,,,,,ECL 299
39860,480,530,,,480,530,,,480,530,ECN 001A
39860,,,970,1020,,,,,,,ECN 001A
39861,480,530,,,480,530,,,480,530,ECN 001A
39861,,,1030,1080,,,,,,,ECN 001A
39862,480,530,,,480,530,,,480,530,ECN 001A
39862,,,1090,1140,,,,,,,ECN 001A
39863,480,530,,,480,530,,,480,530,ECN 001A
39863,,,1150,1200,,,,,,,ECN 001A
39864,480,530,,,480,530,,,480,530,ECN 001A
39864,,,,,,,1030,1080,,,ECN 001A
39865,480,530,,,480,530,,,480,530,ECN 001A
39865,,,,,,,1090,1140,,,ECN 001A
39866,,,,,,,1150,1200,,,ECN 001A
39866,480,530,,,480,530,,,480,530,ECN 001A
39867,480,530,,,480,530,,,480,530,ECN 001A
39867,,,,,,,1210,1260,,,ECN 001A
39868,480,530,,,480,530,,,480,530,ECN 001A
39868,,,,,1030,1080,,,,,ECN 001A
39869,480,530,,,480,530,,,480,530,ECN 001A
39869,,,,,1090,1140,,,,,ECN 001A
39870,480,530,,,480,530,,,480,530,ECN 001A
39870,,,,,1150,1200,,,,,ECN 001A
39871,480,530,,,480,530,,,480,530,ECN 001A
39871,,,,,1210,1260,,,,,ECN 001A
39872,,,1030,1080,,,,,,,ECN 001A
39872,1090,1170,,,1090,1170,,,,,ECN 001A
39873,1090,1170,,,1090,1170,,,,,ECN 001A
39873,,,1090,1140,,,,,,,ECN 001A
39874,1090,1170,,,1090,1170,,,,,ECN 001A
39874,,,1150,1200,,,,,,,ECN 001A
39875,1090,1170,,,1090,1170,,,,,ECN 001A
39875,,,1210,1260,,,,,,,ECN 001A
39876,,,,,,,1030,1080,,,ECN 001A
39876,1090,1170,,,1090,1170,,,,,ECN 001A
39877,1090,1170,,,1090,1170,,,,,ECN 001A
39877,,,,,,,1090,1140,,,ECN 001A
39878,1090,1170,,,1090,1170,,,,,ECN 001A
39878,,,,,,,1150,1200,,,ECN 001A
39879,1090,1170,,,1090,1170,,,,,ECN 001A
39879,,,,,,,1210,1260,,,ECN 001A
62449,,,,,,,,,,,ECN 001AV
62449,,,,,,,,,,,ECN 001AV
39880,,,540,620,,,540,620,,,ECN 001B
39880,,,1030,1080,,,,,,,ECN 001B
39881,,,540,620,,,540,620,,,ECN 001B
39881,,,1090,1140,,,,,,,ECN 001B
39882,,,540,620,,,540,620,,,ECN 001B
39882,,,1150,1200,,,,,,,ECN 001B
39883,,,540,620,,,540,620,,,ECN 001B
39883,,,1210,1260,,,,,,,ECN 001B
39884,,,,,1030,1080,,,,,ECN 001B
39884,,,540,620,,,540,620,,,ECN 001B
39885,,,540,620,,,540,620,,,ECN 001B
39885,,,,,1090,1140,,,,,ECN 001B
39886,,,540,620,,,540,620,,,ECN 001B
39886,,,,,1150,1200,,,,,ECN 001B
39887,,,540,620,,,540,620,,,ECN 001B
39887,,,,,1210,1260,,,,,ECN 001B
39888,,,730,810,,,730,810,,,ECN 001B
39888,,,,,1030,1080,,,,,ECN 001B
39889,,,730,810,,,730,810,,,ECN 001B
39889,,,,,1090,1140,,,,,ECN 001B
39890,,,730,810,,,730,810,,,ECN 001B
39890,,,,,1150,1200,,,,,ECN 001B
39891,,,730,810,,,730,810,,,ECN 001B
39891,,,,,1210,1260,,,,,ECN 001B
39892,,,730,810,,,730,810,,,ECN 001B
39892,,,,,,,1090,1140,,,ECN 001B
39893,,,730,810,,,730,810,,,ECN 001B
39893,,,,,,,1150,1200,,,ECN 001B
39894,,,,,,,1210,1260,,,ECN 001B
39894,,,730,810,,,730,810,,,ECN 001B
39895,,,,,,,1270,1320,,,ECN 001B
39895,,,730,810,,,730,810,,,ECN 001B
39896,,,730,810,,,730,810,,,ECN 001B
39896,,,1090,1140,,,,,,,ECN 001B
39897,,,730,810,,,730,810,,,ECN 001B
39897,,,1150,1200,,,,,,,ECN 001B
39898,,,730,810,,,730,810,,,ECN 001B
39898,,,1210,1260,,,,,,,ECN 001B
39899,,,730,810,,,730,810,,,ECN 001B
39899,,,1260,1320,,,,,,,ECN 001B
@,,,,,,,,,,,ECN 092
@,,,,,,,,,,,ECN 098
@,,,,,,,,,,,ECN 099
40023,,,540,620,,,540,620,,,ECN 100A
40023,,,,,970,1020,,,,,ECN 100A
40024,,,540,620,,,540,620,,,ECN 100A
40024,,,,,1030,1080,,,,,ECN 100A
40025,,,540,620,,,540,620,,,ECN 100A
40025,,,,,1090,1140,,,,,ECN 100A
40026,,,540,620,,,540,620,,,ECN 100A
40026,,,,,1150,1200,,,,,ECN 100A
40027,,,970,1020,,,,,,,ECN 100A
40027,,,1090,1170,,,1090,1170,,,ECN 100A
40028,,,1030,1080,,,,,,,ECN 100A
40028,,,1090,1170,,,1090,1170,,,ECN 100A
40029,,,1090,1170,,,1090,1170,,,ECN 100A
40029,,,,,,,1210,1260,,,ECN 100A
40030,,,,,,,1270,1320,,,ECN 100A
40030,,,1090,1170,,,1090,1170,,,ECN 100A
40031,,,1090,1140,,,,,,,ECN 100B
40031,,,910,990,,,910,990,,,ECN 100B
40032,,,1150,1200,,,,,,,ECN 100B
40032,,,910,990,,,910,990,,,ECN 100B
40033,,,1150,1200,,,,,,,ECN 100B
40033,,,910,990,,,910,990,,,ECN 100B
40034,,,910,990,,,910,990,,,ECN 100B
40034,,,1210,1260,,,,,,,ECN 100B
40035,,,1000,1080,,,1000,1080,,,ECN 100B
40035,,,,,,,1090,1140,,,ECN 100B
40036,,,1000,1080,,,1000,1080,,,ECN 100B
40036,,,,,,,1150,1200,,,ECN 100B
40037,,,1000,1080,,,1000,1080,,,ECN 100B
40037,,,1090,1140,,,,,,,ECN 100B
40038,,,1150,1200,,,,,,,ECN 100B
40038,,,1000,1080,,,1000,1080,,,ECN 100B
40039,,,970,1020,,,,,,,ECN 101
40039,,,1090,1170,,,1090,1170,,,ECN 101
40040,,,1090,1170,,,1090,1170,,,ECN 101
40040,,,1030,1080,,,,,,,ECN 101
40041,,,1090,1170,,,1090,1170,,,ECN 101
40041,,,,,,,970,1020,,,ECN 101
40042,,,1090,1170,,,1090,1170,,,ECN 101
40042,,,,,,,1030,1080,,,ECN 101
40043,,,1090,1140,,,,,,,ECN 101
40043,,,540,620,,,540,620,,,ECN 101
40044,,,1150,1200,,,,,,,ECN 101
40044,,,540,620,,,540,620,,,ECN 101
40045,,,1090,1140,,,,,,,ECN 101
40045,,,540,620,,,540,620,,,ECN 101
40046,,,1150,1200,,,,,,,ECN 101
40046,,,540,620,,,540,620,,,ECN 101
40050,,,1090,1140,,,,,,,ECN 101
40050,,,630,710,,,630,710,,,ECN 101
40051,,,1150,1200,,,,,,,ECN 101
40051,,,630,710,,,630,710,,,ECN 101
40052,,,,,,,1090,1140,,,ECN 101
40052,,,630,710,,,630,710,,,ECN 101
40053,,,630,710,,,630,710,,,ECN 101
40053,,,,,,,1150,1200,,,ECN 101
40054,,,540,620,,,540,620,,,ECN 102
40054,,,660,710,,,,,,,ECN 102
40055,,,540,620,,,540,620,,,ECN 102
40055,,,730,780,,,,,,,ECN 102
40056,,,540,620,,,540,620,,,ECN 102
40056,,,790,840,,,,,,,ECN 102
40057,,,540,620,,,540,620,,,ECN 102
40057,,,850,900,,,,,,,ECN 102
40058,,,540,590,,,,,,,ECN 102
40058,,,730,810,,,730,810,,,ECN 102
40059,,,600,650,,,,,,,ECN 102
40059,,,730,810,,,730,810,,,ECN 102
40060,,,730,810,,,730,810,,,ECN 102
40060,,,,,,,850,900,,,ECN 102
40061,,,730,810,,,730,810,,,ECN 102
40061,,,,,,,910,960,,,ECN 102
62422,,,630,710,,,630,710,,,ECN 103
62422,,,1030,1080,,,,,,,ECN 103
62423,,,630,710,,,630,710,,,ECN 103
62423,,,1090,1140,,,,,,,ECN 103
62424,,,630,710,,,630,710,,,ECN 103
62424,,,,,,,1030,1080,,,ECN 103
62425,,,630,710,,,630,710,,,ECN 103
62425,,,,,,,1090,1140,,,ECN 103
40062,,,1000,1080,,,1000,1080,,,ECN 107
40064,,,730,810,,,730,810,,,ECN 110B
40064,,,,,1090,1140,,,,,ECN 110B
40065,,,730,810,,,730,810,,,ECN 110B
40065,,,,,1150,1200,,,,,ECN 110B
40066,,,730,810,,,730,810,,,ECN 110B
40066,,,1090,1140,,,,,,,ECN 110B
40067,,,1150,1200,,,,,,,ECN 110B
40067,,,730,810,,,730,810,,,ECN 110B
40068,600,650,,,600,650,,,600,650,ECN 111B
40068,,,,,1030,1080,,,,,ECN 111B
40069,,,,,1090,1140,,,,,ECN 111B
40069,600,650,,,600,650,,,600,650,ECN 111B
40070,600,650,,,600,650,,,600,650,ECN 111B
40070,,,,,1150,1200,,,,,ECN 111B
40071,600,650,,,600,650,,,600,650,ECN 111B
40071,,,,,1210,1260,,,,,ECN 111B
40072,,,1090,1140,,,,,,,ECN 115A
40072,,,820,900,,,820,900,,,ECN 115A
40073,,,1090,1140,,,,,,,ECN 115A
40073,,,820,900,,,820,900,,,ECN 115A
40074,,,1150,1200,,,,,,,ECN 115A
40074,,,820,900,,,820,900,,,ECN 115A
40075,,,820,900,,,820,900,,,ECN 115A
40075,,,1150,1200,,,,,,,ECN 115A
40076,,,,,1090,1140,,,,,ECN 115A
40076,,,820,900,,,820,900,,,ECN 115A
40077,,,,,1090,1140,,,,,ECN 115A
40077,,,820,900,,,820,900,,,ECN 115A
40078,,,,,1150,1200,,,,,ECN 115A
40078,,,820,900,,,820,900,,,ECN 115A
40079,,,,,1150,1200,,,,,ECN 115A
40079,,,820,900,,,820,900,,,ECN 115A
40080,,,1150,1200,,,,,,,ECN 115B
40080,,,910,990,,,910,990,,,ECN 115B
40081,,,910,990,,,910,990,,,ECN 115B
40081,,,1210,1260,,,,,,,ECN 115B
40082,,,910,990,,,910,990,,,ECN 115B
40082,,,,,,,1150,1200,,,ECN 115B
40083,,,910,990,,,910,990,,,ECN 115B
40083,,,,,,,1210,1260,,,ECN 115B
62426,,,820,900,,,820,900,,,ECN 121A
62426,,,1030,1080,,,,,,,ECN 121A
62427,,,820,900,,,820,900,,,ECN 121A
62427,,,1090,1140,,,,,,,ECN 121A
62428,,,,,,,1030,1080,,,ECN 121A
62428,,,820,900,,,820,900,,,ECN 121A
62429,,,,,,,1090,1140,,,ECN 121A
62429,,,820,900,,,820,900,,,ECN 121A
62430,,,,,,,1150,1200,,,ECN 121A
62430,,,820,900,,,820,900,,,ECN 121A
62431,,,,,,,1210,1260,,,ECN 121A
62431,,,820,900,,,820,900,,,ECN 121A
62432,,,1030,1080,,,,,,,ECN 125
62432,540,590,,,540,590,,,540,590,ECN 125
62433,,,1090,1140,,,,,,,ECN 125
62433,540,590,,,540,590,,,540,590,ECN 125
62434,,,,,,,1030,1080,,,ECN 125
62434,540,590,,,540,590,,,540,590,ECN 125
62435,540,590,,,540,590,,,540,590,ECN 125
62435,,,,,,,1090,1140,,,ECN 125
62015,,,630,710,,,630,710,,,ECN 132
62015,,,,,970,1020,,,,,ECN 132
62016,,,630,710,,,630,710,,,ECN 132
62016,,,,,1030,1080,,,,,ECN 132
62018,,,630,710,,,630,710,,,ECN 132
62018,,,,,850,900,,,,,ECN 132
62019,,,,,910,960,,,,,ECN 132
62019,,,630,710,,,630,710,,,ECN 132
40092,600,650,,,600,650,,,600,650,ECN 134
40092,,,,,1030,1080,,,,,ECN 134
40093,600,650,,,600,650,,,600,650,ECN 134
40093,,,,,1090,1140,,,,,ECN 134
40094,600,650,,,600,650,,,600,650,ECN 134
40094,,,,,1150,1200,,,,,ECN 134
40095,,,,,1210,1260,,,,,ECN 134
40095,600,650,,,600,650,,,600,650,ECN 134
40096,540,590,,,540,590,,,540,590,ECN 135
40096,,,,,1090,1140,,,,,ECN 135
40097,540,590,,,540,590,,,540,590,ECN 135
40097,,,,,1150,1200,,,,,ECN 135
40098,540,590,,,540,590,,,540,590,ECN 135
40098,,,,,,,1090,1140,,,ECN 135
40099,,,,,,,1150,1200,,,ECN 135
40099,540,590,,,540,590,,,540,590,ECN 135
40103,,,,,,,1090,1140,,,ECN 136
40103,,,910,990,,,910,990,,,ECN 136
40104,,,910,990,,,910,990,,,ECN 136
40104,,,,,,,1150,1200,,,ECN 136
40105,,,1090,1140,,,,,,,ECN 137
40105,,,820,900,,,820,900,,,ECN 137
40106,,,820,900,,,820,900,,,ECN 137
40106,,,1150,1200,,,,,,,ECN 137
40107,,,540,620,,,540,620,,,ECN 140
40107,,,910,960,,,,,,,ECN 140
40108,,,970,1020,,,,,,,ECN 140
40108,,,540,620,,,540,620,,,ECN 140
62436,,,1090,1140,,,,,,,ECN 151A
62436,540,590,,,540,590,,,540,590,ECN 151A
62437,540,590,,,540,590,,,540,590,ECN 151A
62437,,,1150,1200,,,,,,,ECN 151A
62438,,,,,,,1090,1140,,,ECN 151A
62438,540,590,,,540,590,,,540,590,ECN 151A
62439,540,590,,,540,590,,,540,590,ECN 151A
62439,,,,,,,1150,1200,,,ECN 151A
40118,,,1090,1140,,,,,,,ECN 160B
40118,,,630,710,,,630,710,,,ECN 160B
40119,,,1150,1200,,,,,,,ECN 160B
40119,,,630,710,,,630,710,,,ECN 160B
40129,,,730,810,,,730,810,,,ECN 190
40129,,,1030,1080,,,,,,,ECN 190
40130,,,730,810,,,730,810,,,ECN 190
40130,,,1090,1140,,,,,,,ECN 190
40131,,,820,900,,,820,900,,,ECN 190
40131,,,1090,1140,,,,,,,ECN 190
40132,,,1150,1200,,,,,,,ECN 190
40132,,,820,900,,,820,900,,,ECN 190
62638,,,,,,,,,1320,770,ECN 190
@,,,,,,,,,,,ECN 197T
@,,,,,,,,,,,ECN 198
@,,,,,,,,,,,ECN 199
40269,,,,,,,,,,,ECN 200C
40269,,,850,960,,,850,960,,,ECN 200C
40270,,,630,710,,,630,710,,,ECN 203C
40270,,,,,,,,,,,ECN 203C
40271,,,540,620,,,540,620,,,ECN 210B
62492,,,600,710,,,600,710,,,ECN 214
40272,940,960,,,940,960,,,,,ECN 215C
40272,850,930,,,850,930,,,,,ECN 215C
40275,,,730,810,,,730,810,,,ECN 235A
40275,,,,,,,,,,,ECN 235A
40277,,,630,710,,,630,710,,,ECN 240B
40277,,,,,,,,,540,590,ECN 240B
40278,730,840,,,730,840,,,,,ECN 240E
40278,,,,,,,,,,,ECN 240E
40279,,,850,960,,,850,960,,,ECN 240F
40279,,,,,,,,,,,ECN 240F
62440,600,710,,,600,710,,,,,ECN 250B
40281,850,960,,,850,960,,,,,ECN 290
40282,,,,,,,,,,,ECN 291
40283,1030,1080,,,,,,,,,ECN 291
40284,,,,,,,,,,,ECN 291
40285,,,,,,,,,,,ECN 291
40286,,,,,,,,,,,ECN 291
40287,,,,,,,,,,,ECN 291
40290,,,,,,,,,,,ECN 291
40291,,,,,,,,,,,ECN 291
@,,,,,,,,,,,ECN 298
@,,,,,,,,,,,ECN 299
@,,,,,,,,,,,ECN 299D
@,,,,,,,,,,,EDU 065C
@,,,,,,,,,,,EDU 065C
40905,,,,,,,,,,,EDU 081
40905,,,,,910,1020,,,,,EDU 081
40906,,,910,1020,,,,,,,EDU 081
40906,,,,,,,,,,,EDU 081
@,,,,,,,,,,,EDU 092
@,,,,,,,,,,,EDU 098
@,,,,,790,900,,,,,EDU 098
40929,,,,,,,,,,,EDU 100
40929,,,540,630,,,540,630,,,EDU 100
40930,,,,,,,,,,,EDU 100
40930,,,540,620,,,540,620,,,EDU 100
40931,480,590,,,480,590,,,,,EDU 110
40932,850,960,,,850,960,,,,,EDU 110
40933,970,1080,,,970,1080,,,,,EDU 110
40935,,,,,,,970,1080,,,EDU 115
62911,,,540,650,,,540,650,,,EDU 120
40939,,,730,810,,,730,810,,,EDU 121
40939,,,910,960,,,,,,,EDU 121
40940,,,730,810,,,730,810,,,EDU 121
40940,,,850,900,,,,,,,EDU 121
