CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
25105,,,,,600,650,,,,,CHE 002A
25105,,,910,990,,,910,990,,,CHE 002A
25105,,,1150,1320,,,,,,,CHE 002A
25107,,,,,790,960,,,,,CHE 002A
25107,,,910,990,,,910,990,,,CHE 002A
25107,,,1030,1080,,,,,,,CHE 002A
25108,540,590,,,,,,,,,CHE 002A
25108,,,,,790,960,,,,,CHE 002A
25108,,,910,990,,,910,990,,,CHE 002A
25109,,,,,,,,,540,590,CHE 002A
25109,,,,,790,960,,,,,CHE 002A
25109,,,910,990,,,910,990,,,CHE 002A
25110,,,910,990,,,910,990,,,CHE 002A
25110,,,,,970,1140,,,,,CHE 002A
25110,1030,1080,,,,,,,,,CHE 002A
25111,,,790,840,,,,,,,CHE 002A
25111,,,910,990,,,910,990,,,CHE 002A
25111,,,,,970,1140,,,,,CHE 002A
25112,,,,,660,710,,,,,CHE 002A
25112,,,910,990,,,910,990,,,CHE 002A
25112,,,,,1150,1320,,,,,CHE 002A
25113,,,,,,,540,590,,,CHE 002A
25113,,,910,990,,,910,990,,,CHE 002A
25113,,,,,1150,1320,,,,,CHE 002A
25114,,,,,,,540,710,,,CHE 002A
25114,,,790,840,,,,,,,CHE 002A
25114,,,910,990,,,910,990,,,CHE 002A
25115,,,,,,,540,710,,,CHE 002A
25115,,,910,990,,,910,990,,,CHE 002A
25115,,,,,,,,,970,1020,CHE 002A
25116,,,910,990,,,910,990,,,CHE 002A
25116,,,,,,,,,,,CHE 002A
25117,,,,,,,790,840,,,CHE 002A
25117,910,960,,,910,960,,,910,960,CHE 002A
25117,970,1140,,,,,,,,,CHE 002A
25118,,,790,840,,,,,,,CHE 002A
25118,910,960,,,910,960,,,910,960,CHE 002A
25118,970,1140,,,,,,,,,CHE 002A
25119,910,960,,,910,960,,,910,960,CHE 002A
25119,850,900,,,,,,,,,CHE 002A
25119,1150,1320,,,,,,,,,CHE 002A
25121,,,,,850,900,,,,,CHE 002A
25121,,,540,710,,,,,,,CHE 002A
25121,910,960,,,910,960,,,910,960,CHE 002A
25122,,,540,710,,,,,,,CHE 002A
25122,,,,,790,840,,,,,CHE 002A
25122,910,960,,,910,960,,,910,960,CHE 002A
25124,,,790,960,,,,,,,CHE 002A
25124,910,960,,,910,960,,,910,960,CHE 002A
25124,,,,,,,1150,1200,,,CHE 002A
25125,,,,,,,,,790,840,CHE 002A
25125,910,960,,,910,960,,,910,960,CHE 002A
25125,,,970,1140,,,,,,,CHE 002A
25126,,,,,,,,,790,840,CHE 002A
25126,910,960,,,910,960,,,910,960,CHE 002A
25126,,,970,1140,,,,,,,CHE 002A
25127,910,960,,,910,960,,,910,960,CHE 002A
25127,,,,,970,1140,,,,,CHE 002A
25127,1090,1140,,,,,,,,,CHE 002A
25128,910,960,,,910,960,,,910,960,CHE 002A
25128,,,,,970,1140,,,,,CHE 002A
25128,1090,1140,,,,,,,,,CHE 002A
25129,910,960,,,910,960,,,910,960,CHE 002A
25129,,,1090,1140,,,,,,,CHE 002A
25129,,,,,1150,1320,,,,,CHE 002A
25130,910,960,,,910,960,,,910,960,CHE 002A
25130,,,1090,1140,,,,,,,CHE 002A
25130,,,,,1150,1320,,,,,CHE 002A
25131,,,,,,,540,710,,,CHE 002A
25131,910,960,,,910,960,,,910,960,CHE 002A
25131,,,,,1090,1140,,,,,CHE 002A
25132,,,,,1090,1140,,,,,CHE 002A
25132,,,,,,,540,710,,,CHE 002A
25132,910,960,,,910,960,,,910,960,CHE 002A
25133,,,,,,,790,960,,,CHE 002A
25133,910,960,,,910,960,,,910,960,CHE 002A
25133,,,,,,,1090,1140,,,CHE 002A
25134,,,,,,,790,960,,,CHE 002A
25134,910,960,,,910,960,,,910,960,CHE 002A
25134,,,,,,,1090,1140,,,CHE 002A
25135,910,960,,,910,960,,,910,960,CHE 002A
25135,970,1020,,,,,,,,,CHE 002A
25135,,,,,,,1150,1320,,,CHE 002A
25136,910,960,,,910,960,,,910,960,CHE 002A
25136,1030,1080,,,,,,,,,CHE 002A
25136,,,,,,,1150,1320,,,CHE 002A
25137,910,960,,,910,960,,,910,960,CHE 002A
25137,970,1020,,,,,,,,,CHE 002A
25137,,,,,,,1150,1320,,,CHE 002A
25138,910,960,,,910,960,,,910,960,CHE 002A
25138,,,,,,,,,,,CHE 002A
25139,600,650,,,,,,,,,CHE 002A
25139,970,1020,,,970,1020,,,970,1020,CHE 002A
25139,1150,1320,,,,,,,,,CHE 002A
25140,970,1020,,,970,1020,,,970,1020,CHE 002A
25140,1090,1140,,,,,,,,,CHE 002A
25140,1150,1320,,,,,,,,,CHE 002A
25141,,,540,710,,,,,,,CHE 002A
25141,,,,,850,900,,,,,CHE 002A
25141,970,1020,,,970,1020,,,970,1020,CHE 002A
25142,,,540,710,,,,,,,CHE 002A
25142,,,850,900,,,,,,,CHE 002A
25142,970,1020,,,970,1020,,,970,1020,CHE 002A
25143,,,790,960,,,,,,,CHE 002A
25143,970,1020,,,970,1020,,,970,1020,CHE 002A
25143,1090,1140,,,,,,,,,CHE 002A
25144,,,790,960,,,,,,,CHE 002A
25144,970,1020,,,970,1020,,,970,1020,CHE 002A
25144,1030,1080,,,,,,,,,CHE 002A
25145,,,,,,,850,900,,,CHE 002A
25145,970,1020,,,970,1020,,,970,1020,CHE 002A
25145,,,970,1140,,,,,,,CHE 002A
25146,970,1020,,,970,1020,,,970,1020,CHE 002A
25146,,,970,1140,,,,,,,CHE 002A
25146,,,,,,,1090,1140,,,CHE 002A
25147,,,,,,,,,660,710,CHE 002A
25147,970,1020,,,970,1020,,,970,1020,CHE 002A
25147,,,1150,1320,,,,,,,CHE 002A
25148,,,,,,,,,660,710,CHE 002A
25148,970,1020,,,970,1020,,,970,1020,CHE 002A
25148,,,1150,1320,,,,,,,CHE 002A
25150,,,,,790,960,,,,,CHE 002A
25150,970,1020,,,970,1020,,,970,1020,CHE 002A
25150,1150,1200,,,,,,,,,CHE 002A
25151,,,,,,,790,960,,,CHE 002A
25151,970,1020,,,970,1020,,,970,1020,CHE 002A
25151,,,1150,1200,,,,,,,CHE 002A
25152,,,,,,,790,960,,,CHE 002A
25152,970,1020,,,970,1020,,,970,1020,CHE 002A
25152,,,1150,1200,,,,,,,CHE 002A
25153,970,1020,,,970,1020,,,970,1020,CHE 002A
25153,,,,,,,970,1140,,,CHE 002A
25153,,,,,,,1150,1200,,,CHE 002A
25154,970,1020,,,970,1020,,,970,1020,CHE 002A
25154,,,,,,,970,1140,,,CHE 002A
25154,,,,,,,1150,1200,,,CHE 002A
25155,970,1020,,,970,1020,,,970,1020,CHE 002A
25155,,,,,,,970,1140,,,CHE 002A
25155,,,,,1030,1080,,,,,CHE 002A
25156,,,,,,,,,600,650,CHE 002A
25156,970,1020,,,970,1020,,,970,1020,CHE 002A
25156,,,,,,,970,1140,,,CHE 002A
25157,1150,1200,,,,,,,,,CHE 002A
25157,,,,,,,1150,1320,,,CHE 002A
25157,970,1020,,,970,1020,,,970,1020,CHE 002A
25158,,,790,960,,,,,,,CHE 002A
25158,970,1020,,,970,1020,,,970,1020,CHE 002A
25158,,,,,,,970,1020,,,CHE 002A
25159,,,,,,,1090,1140,,,CHE 002A
25159,970,1020,,,970,1020,,,970,1020,CHE 002A
25159,,,970,1140,,,,,,,CHE 002A
25160,970,1020,,,970,1020,,,970,1020,CHE 002A
25160,,,,,,,,,,,CHE 002A
25161,,,450,530,,,450,530,,,CHE 002A
25161,480,530,,,,,,,,,CHE 002A
25161,790,960,,,,,,,,,CHE 002A
25162,,,450,530,,,450,530,,,CHE 002A
25162,480,530,,,,,,,,,CHE 002A
25162,790,960,,,,,,,,,CHE 002A
25163,,,450,530,,,450,530,,,CHE 002A
25163,480,530,,,,,,,,,CHE 002A
25163,790,960,,,,,,,,,CHE 002A
25165,,,450,530,,,450,530,,,CHE 002A
25165,,,,,480,530,,,,,CHE 002A
25165,1150,1320,,,,,,,,,CHE 002A
25166,,,450,530,,,450,530,,,CHE 002A
25166,,,,,480,530,,,,,CHE 002A
25166,,,540,710,,,,,,,CHE 002A
25167,,,450,530,,,450,530,,,CHE 002A
25167,,,,,,,,,480,530,CHE 002A
25167,,,790,960,,,,,,,CHE 002A
25168,,,450,530,,,450,530,,,CHE 002A
25168,,,790,960,,,,,,,CHE 002A
25168,1030,1080,,,,,,,,,CHE 002A
25169,,,450,530,,,450,530,,,CHE 002A
25169,,,790,960,,,,,,,CHE 002A
25169,,,,,1030,1080,,,,,CHE 002A
25170,,,450,530,,,450,530,,,CHE 002A
25170,,,,,,,,,480,530,CHE 002A
25170,,,970,1140,,,,,,,CHE 002A
25171,,,450,530,,,450,530,,,CHE 002A
25171,,,,,,,,,480,530,CHE 002A
25171,,,1150,1320,,,,,,,CHE 002A
25172,,,450,530,,,450,530,,,CHE 002A
25172,,,1150,1320,,,,,,,CHE 002A
25172,1210,1260,,,,,,,,,CHE 002A
25173,,,450,530,,,450,530,,,CHE 002A
25173,,,1150,1320,,,,,,,CHE 002A
25173,1210,1260,,,,,,,,,CHE 002A
25174,,,450,530,,,450,530,,,CHE 002A
25174,,,,,790,960,,,,,CHE 002A
25174,,,1210,1260,,,,,,,CHE 002A
25175,,,450,530,,,450,530,,,CHE 002A
25175,,,,,970,1140,,,,,CHE 002A
25175,,,1210,1260,,,,,,,CHE 002A
25176,,,450,530,,,450,530,,,CHE 002A
25176,,,,,1150,1320,,,,,CHE 002A
25176,,,,,,,1210,1260,,,CHE 002A
25177,,,450,530,,,450,530,,,CHE 002A
25177,,,,,,,540,710,,,CHE 002A
25177,,,,,,,1210,1260,,,CHE 002A
25178,,,450,530,,,450,530,,,CHE 002A
25178,,,,,,,790,960,,,CHE 002A
25178,,,,,,,1210,1260,,,CHE 002A
25179,,,450,530,,,450,530,,,CHE 002A
25179,,,,,,,790,960,,,CHE 002A
25179,,,,,,,,,1210,1260,CHE 002A
25181,,,450,530,,,450,530,,,CHE 002A
25181,,,,,,,970,1140,,,CHE 002A
25181,,,,,,,,,1210,1260,CHE 002A
25182,,,450,530,,,450,530,,,CHE 002A
25182,,,,,,,,,,,CHE 002A
25183,730,780,,,730,780,,,730,780,CHE 002AH
25184,730,780,,,730,780,,,730,780,CHE 002AH
25185,730,780,,,730,780,,,730,780,CHE 002AH
25186,730,780,,,730,780,,,730,780,CHE 002AH
25187,730,780,,,730,780,,,730,780,CHE 002AH
25188,540,590,,,540,590,,,540,590,CHE 002C
25188,790,960,,,,,,,,,CHE 002C
25188,,,,,1210,1260,,,,,CHE 002C
25189,540,590,,,540,590,,,540,590,CHE 002C
25189,790,960,,,,,,,,,CHE 002C
25189,,,,,1150,1200,,,,,CHE 002C
25190,540,590,,,540,590,,,540,590,CHE 002C
25190,1150,1320,,,,,,,,,CHE 002C
25190,,,,,1210,1260,,,,,CHE 002C
25191,540,590,,,540,590,,,540,590,CHE 002C
25191,1150,1320,,,,,,,,,CHE 002C
25191,,,,,1150,1200,,,,,CHE 002C
25192,,,480,530,,,,,,,CHE 002C
25192,540,590,,,540,590,,,540,590,CHE 002C
25192,,,540,710,,,,,,,CHE 002C
25193,,,480,530,,,,,,,CHE 002C
25193,540,590,,,540,590,,,540,590,CHE 002C
25193,,,540,710,,,,,,,CHE 002C
25194,540,590,,,540,590,,,540,590,CHE 002C
25194,,,1090,1140,,,,,,,CHE 002C
25194,,,1150,1320,,,,,,,CHE 002C
25195,540,590,,,540,590,,,540,590,CHE 002C
25195,,,1090,1140,,,,,,,CHE 002C
25195,,,1150,1320,,,,,,,CHE 002C
25196,540,590,,,540,590,,,540,590,CHE 002C
25196,,,,,970,1140,,,,,CHE 002C
25196,,,,,1210,1260,,,,,CHE 002C
25197,540,590,,,540,590,,,540,590,CHE 002C
25197,,,,,,,,,910,960,CHE 002C
25197,,,,,970,1140,,,,,CHE 002C
25198,,,,,480,530,,,,,CHE 002C
25198,540,590,,,540,590,,,540,590,CHE 002C
25198,,,,,,,540,710,,,CHE 002C
25199,,,,,480,530,,,,,CHE 002C
25199,540,590,,,540,590,,,540,590,CHE 002C
25199,,,,,,,540,710,,,CHE 002C
25200,,,,,,,,,480,530,CHE 002C
25200,540,590,,,540,590,,,540,590,CHE 002C
25200,,,,,,,970,1140,,,CHE 002C
25201,,,,,,,,,480,530,CHE 002C
25201,540,590,,,540,590,,,540,590,CHE 002C
25201,,,,,,,970,1140,,,CHE 002C
25202,,,,,,,480,530,,,CHE 002C
25202,540,590,,,540,590,,,540,590,CHE 002C
25204,540,590,,,540,590,,,540,590,CHE 002C
25204,,,,,,,,,,,CHE 002C
25205,480,530,,,480,530,,,480,530,CHE 002C
25205,,,480,530,,,,,,,CHE 002C
25205,970,1140,,,,,,,,,CHE 002C
25206,480,530,,,480,530,,,480,530,CHE 002C
25206,,,480,530,,,,,,,CHE 002C
25206,970,1140,,,,,,,,,CHE 002C
25207,480,530,,,480,530,,,480,530,CHE 002C
25207,,,790,960,,,,,,,CHE 002C
25207,,,,,,,,,970,1020,CHE 002C
25208,480,530,,,480,530,,,480,530,CHE 002C
25208,,,,,,,480,530,,,CHE 002C
25208,,,790,960,,,,,,,CHE 002C
25209,480,530,,,480,530,,,480,530,CHE 002C
25209,,,,,,,,,600,650,CHE 002C
25209,,,970,1140,,,,,,,CHE 002C
25210,480,530,,,480,530,,,480,530,CHE 002C
25210,,,,,,,,,660,710,CHE 002C
25210,,,970,1140,,,,,,,CHE 002C
25211,480,530,,,480,530,,,480,530,CHE 002C
25211,,,,,790,960,,,,,CHE 002C
25211,,,,,1210,1260,,,,,CHE 002C
25212,480,530,,,480,530,,,480,530,CHE 002C
25212,,,,,790,960,,,,,CHE 002C
25212,,,,,1150,1200,,,,,CHE 002C
25213,480,530,,,480,530,,,480,530,CHE 002C
25213,,,,,,,,,970,1020,CHE 002C
25213,,,,,1150,1320,,,,,CHE 002C
25214,480,530,,,480,530,,,480,530,CHE 002C
25214,,,,,,,1090,1140,,,CHE 002C
25214,,,,,1150,1320,,,,,CHE 002C
25215,480,530,,,480,530,,,480,530,CHE 002C
25215,,,,,,,480,530,,,CHE 002C
25215,,,,,,,790,960,,,CHE 002C
25216,480,530,,,480,530,,,480,530,CHE 002C
25216,,,,,,,480,530,,,CHE 002C
25216,,,,,,,790,960,,,CHE 002C
25217,480,530,,,480,530,,,480,530,CHE 002C
25217,,,1150,1200,,,,,,,CHE 002C
25217,,,,,,,1150,1320,,,CHE 002C
25221,480,530,,,480,530,,,480,530,CHE 002C
25221,,,,,,,,,,,CHE 002C
25222,,,540,590,,,540,590,,,CHE 008A
25223,600,650,,,600,650,,,600,650,CHE 008B
25223,790,960,,,,,,,,,CHE 008B
25224,,,540,710,,,,,,,CHE 008B
25224,600,650,,,600,650,,,600,650,CHE 008B
25225,600,650,,,600,650,,,600,650,CHE 008B
25225,,,790,960,,,,,,,CHE 008B
25226,600,650,,,600,650,,,600,650,CHE 008B
25226,,,1150,1320,,,,,,,CHE 008B
25227,600,650,,,600,650,,,600,650,CHE 008B
25227,,,,,790,960,,,,,CHE 008B
25228,,,,,,,540,710,,,CHE 008B
25228,600,650,,,600,650,,,600,650,CHE 008B
25229,600,650,,,600,650,,,600,650,CHE 008B
25229,,,,,,,790,960,,,CHE 008B
25230,600,650,,,600,650,,,600,650,CHE 008B
25230,,,,,,,970,1140,,,CHE 008B
25231,600,650,,,600,650,,,600,650,CHE 008B
25231,790,960,,,,,,,,,CHE 008B
25232,600,650,,,600,650,,,600,650,CHE 008B
25232,,,540,710,,,,,,,CHE 008B
25233,600,650,,,600,650,,,600,650,CHE 008B
25233,,,790,960,,,,,,,CHE 008B
25234,600,650,,,600,650,,,600,650,CHE 008B
25234,,,1150,1320,,,,,,,CHE 008B
25235,600,650,,,600,650,,,600,650,CHE 008B
25235,,,,,790,960,,,,,CHE 008B
25236,,,,,,,540,710,,,CHE 008B
25236,600,650,,,600,650,,,600,650,CHE 008B
25237,,,,,,,,,,,CHE 008B
25237,600,650,,,600,650,,,600,650,CHE 008B
25238,850,960,,,850,960,,,,,CHE 010
@,,,,,,,,,,,CHE 098
25340,,,1030,1080,,,1030,1080,,,CHE 104
25340,,,1090,1260,,,,,,,CHE 104
25341,,,,,1150,1320,,,,,CHE 104
25341,,,1030,1080,,,1030,1080,,,CHE 104
25342,,,,,,,1090,1260,,,CHE 104
25342,,,1030,1080,,,1030,1080,,,CHE 104
25343,,,540,710,,,540,710,,,CHE 105
25343,,,730,780,,,730,780,,,CHE 105
25344,,,730,780,,,730,780,,,CHE 105
25344,,,790,960,,,790,960,,,CHE 105
25345,,,730,780,,,730,780,,,CHE 105
25345,970,1140,,,970,1140,,,,,CHE 105
25346,540,590,,,540,590,,,540,590,CHE 107A
25347,,,820,900,,,820,900,,,CHE 107A
25348,,,,,,,1150,1200,,,CHE 110A
25348,540,590,,,540,590,,,540,590,CHE 110A
25349,540,590,,,540,590,,,540,590,CHE 110A
25349,,,1090,1140,,,,,,,CHE 110A
25350,,,1030,1080,,,,,,,CHE 110A
25350,480,530,,,480,530,,,480,530,CHE 110A
25351,,,,,,,1090,1140,,,CHE 110A
25351,480,530,,,480,530,,,480,530,CHE 110A
25352,,,,,,,480,530,,,CHE 110B
25352,540,590,,,540,590,,,540,590,CHE 110B
25353,,,480,530,,,,,,,CHE 110B
25353,540,590,,,540,590,,,540,590,CHE 110B
25354,730,780,,,730,780,,,,,CHE 115
25354,540,710,,,540,710,,,,,CHE 115
25355,790,960,,,790,960,,,,,CHE 115
25355,730,780,,,730,780,,,,,CHE 115
25356,,,730,810,,,730,810,,,CHE 118A
25356,1030,1110,,,,,,,,,CHE 118A
25357,,,730,810,,,730,810,,,CHE 118A
25357,1000,1080,,,,,,,,,CHE 118A
25358,,,730,810,,,730,810,,,CHE 118A
25358,,,,,,,,,1030,1110,CHE 118A
25359,,,730,810,,,730,810,,,CHE 118A
25359,1090,1170,,,,,,,,,CHE 118A
25360,,,730,810,,,730,810,,,CHE 118A
25360,1090,1170,,,,,,,,,CHE 118A
25361,,,730,810,,,730,810,,,CHE 118A
25361,1090,1170,,,,,,,,,CHE 118A
25362,,,730,810,,,730,810,,,CHE 118A
25362,,,,,1090,1170,,,,,CHE 118A
25363,,,730,810,,,730,810,,,CHE 118A
25363,1150,1230,,,,,,,,,CHE 118A
25364,,,,,,,,,790,870,CHE 118A
25364,,,730,810,,,730,810,,,CHE 118A
25365,,,730,810,,,730,810,,,CHE 118A
25365,,,,,,,,,910,990,CHE 118A
25366,,,630,710,,,,,,,CHE 118A
25366,,,730,810,,,730,810,,,CHE 118A
25367,,,730,810,,,730,810,,,CHE 118A
25367,,,1150,1230,,,,,,,CHE 118A
25368,,,730,810,,,730,810,,,CHE 118A
25368,,,,,,,1090,1170,,,CHE 118A
25369,,,730,810,,,730,810,,,CHE 118A
25369,,,,,,,1090,1170,,,CHE 118A
25370,,,730,810,,,730,810,,,CHE 118A
25370,1090,1170,,,,,,,,,CHE 118A
25371,600,650,,,600,650,,,600,650,CHE 118A
25371,,,,,,,,,910,990,CHE 118A
25372,600,650,,,600,650,,,600,650,CHE 118A
25372,,,,,,,,,1030,1110,CHE 118A
25373,,,,,450,530,,,,,CHE 118A
25373,600,650,,,600,650,,,600,650,CHE 118A
25374,450,530,,,,,,,,,CHE 118A
25374,600,650,,,600,650,,,600,650,CHE 118A
25375,600,650,,,600,650,,,600,650,CHE 118A
25375,,,,,,,,,730,810,CHE 118A
25376,600,650,,,600,650,,,600,650,CHE 118A
25376,,,,,1000,1080,,,,,CHE 118A
25377,600,650,,,600,650,,,600,650,CHE 118A
25377,,,,,1090,1170,,,,,CHE 118A
25378,600,650,,,600,650,,,600,650,CHE 118A
25378,,,,,1000,1080,,,,,CHE 118A
25379,600,650,,,600,650,,,600,650,CHE 118A
25379,,,,,,,,,910,990,CHE 118A
25380,600,650,,,600,650,,,600,650,CHE 118A
25380,,,1030,1110,,,,,,,CHE 118A
25381,600,650,,,600,650,,,600,650,CHE 118A
25381,,,,,,,1150,1230,,,CHE 118A
25382,600,650,,,600,650,,,600,650,CHE 118A
25382,,,,,,,1150,1230,,,CHE 118A
25383,,,450,530,,,450,530,,,CHE 118C
25383,790,960,,,,,,,,,CHE 118C
25384,,,450,530,,,450,530,,,CHE 118C
25384,790,960,,,,,,,,,CHE 118C
25385,,,450,530,,,450,530,,,CHE 118C
25385,,,540,710,,,,,,,CHE 118C
25386,,,540,710,,,,,,,CHE 118C
25386,,,450,530,,,450,530,,,CHE 118C
25387,,,790,960,,,,,,,CHE 118C
25387,,,450,530,,,450,530,,,CHE 118C
25388,,,790,960,,,,,,,CHE 118C
25388,,,450,530,,,450,530,,,CHE 118C
25389,,,1150,1320,,,,,,,CHE 118C
25389,,,450,530,,,450,530,,,CHE 118C
25390,,,1150,1320,,,,,,,CHE 118C
25390,,,450,530,,,450,530,,,CHE 118C
25391,,,,,790,960,,,,,CHE 118C
25391,,,450,530,,,450,530,,,CHE 118C
25392,,,,,790,960,,,,,CHE 118C
25392,,,450,530,,,450,530,,,CHE 118C
25393,,,,,,,540,710,,,CHE 118C
25393,,,450,530,,,450,530,,,CHE 118C
25394,,,,,,,540,710,,,CHE 118C
25394,,,450,530,,,450,530,,,CHE 118C
25395,,,450,530,,,450,530,,,CHE 118C
25395,,,,,,,790,960,,,CHE 118C
25396,,,450,530,,,450,530,,,CHE 118C
25396,,,,,,,790,960,,,CHE 118C
25397,,,450,530,,,450,530,,,CHE 118C
25397,,,,,,,970,1140,,,CHE 118C
25398,,,450,530,,,450,530,,,CHE 118C
25398,,,,,,,970,1140,,,CHE 118C
25399,,,450,530,,,450,530,,,CHE 118C
25399,,,,,,,,,,,CHE 118C
25400,,,910,990,,,910,990,,,CHE 124A
25401,660,710,,,660,710,,,660,710,CHE 124A
25402,790,840,,,790,840,,,790,840,CHE 128A
25405,660,710,,,660,710,,,660,710,CHE 128C
25408,,,540,710,,,,,,,CHE 129A
25408,480,530,,,480,530,,,,,CHE 129A
25409,480,530,,,480,530,,,,,CHE 129A
25409,,,790,960,,,,,,,CHE 129A
25410,480,530,,,480,530,,,,,CHE 129A
25410,,,970,1140,,,,,,,CHE 129A
25411,480,530,,,480,530,,,,,CHE 129A
25411,,,1150,1320,,,,,,,CHE 129A
25412,790,960,,,790,960,,,,,CHE 129C
25413,600,650,,,600,650,,,600,650,CHE 130A
25414,970,1020,,,970,1020,,,970,1020,CHE 131
25415,,,540,710,,,540,710,,,CHE 135
25415,,,,,,,,,790,840,CHE 135
25416,,,790,960,,,790,960,,,CHE 135
25416,,,,,,,,,790,840,CHE 135
25417,,,,,,,,,790,840,CHE 135
25417,,,970,1140,,,970,1140,,,CHE 135
@,,,,,,,,,,,CHE 192
@,,,,,,,,,,,CHE 194HA
@,,,,,,,,,,,CHE 194HB
@,,,,,,,,,,,CHE 194HC
25622,,,,,,,,,850,960,CHE 195
@,,,,,,,,,,,CHE 197
@,,,,,,,,,,,CHE 198
@,,,,,850,900,,,,,CHE 198
@,,,1320,770,,,,,,,CHE 198
@,,,,,,,,,,,CHE 199
25777,600,650,,,600,650,,,600,650,CHE 201
25778,,,730,810,,,730,810,,,CHE 204
25779,,,540,620,,,540,620,,,CHE 211A
25780,730,780,,,730,780,,,730,780,CHE 226
25781,540,590,,,540,590,,,540,590,CHE 233
25782,600,650,,,600,650,,,600,650,CHE 238
25783,1150,1230,,,1150,1230,,,,,CHE 240
53764,970,1050,,,,,,,,,CHE 241B
@,,,,,,,,,,,CHE 261
@,,,,,,,,,,,CHE 263
@,,,,,,,,,,,CHE 264
25953,,,970,1080,,,970,1080,,,CHE 290
25955,,,,,,,,,850,960,CHE 295
@,,,,,,,,,,,CHE 298
@,,,,,,,,,,,CHE 299
@,,,,,,,,,,,CHE 390
@,,,,,,,,,,,CHE 390
26128,,,,,,,,,,,CHE 392
52729,450,530,,,450,530,,,,,WLD 041C
52730,480,560,,,480,560,,,,,WLD 041C
52731,570,650,,,570,650,,,,,WLD 041C
52732,1380,740,,,1380,740,,,,,WLD 041C
52733,760,840,,,760,840,,,,,WLD 041C
52734,940,1020,,,940,1020,,,,,WLD 041C
52735,850,930,,,850,930,,,,,WLD 041C
52736,,,820,900,,,820,900,,,WLD 041C
52737,,,540,620,,,540,620,,,WLD 041C
52738,,,630,710,,,630,710,,,WLD 041C
52739,,,1000,1080,,,1000,1080,,,WLD 041C
52741,,,730,810,,,730,810,,,WLD 041C
26129,,,,,,,,,600,650,CHI 010
26129,,,730,810,,,730,810,,,CHI 010
26130,,,,,,,1090,1140,,,CHI 010
26130,,,730,810,,,730,810,,,CHI 010
26131,,,730,810,,,730,810,,,CHI 010
26131,,,,,,,1030,1080,,,CHI 010
26132,,,,,,,,,660,710,CHI 010
26132,,,730,810,,,730,810,,,CHI 010
26133,,,730,810,,,730,810,,,CHI 010
26133,,,,,,,,,730,780,CHI 010
26134,,,730,810,,,730,810,,,CHI 010
26134,,,,,,,,,790,840,CHI 010
26135,,,730,810,,,730,810,,,CHI 010
26135,970,1020,,,,,,,,,CHI 010
26136,,,730,810,,,730,810,,,CHI 010
26136,1030,1080,,,,,,,,,CHI 010
26137,,,730,810,,,730,810,,,CHI 010
26137,,,,,970,1020,,,,,CHI 010
26138,,,730,810,,,730,810,,,CHI 010
26138,,,,,970,1020,,,,,CHI 010
26139,480,530,,,,,,,,,CHI 010
26139,,,730,810,,,730,810,,,CHI 010
26140,540,590,,,,,,,,,CHI 010
26140,,,730,810,,,730,810,,,CHI 010
26141,,,730,810,,,730,810,,,CHI 010
26141,,,,,,,910,960,,,CHI 010
26142,,,730,810,,,730,810,,,CHI 010
26142,,,,,,,970,1020,,,CHI 010
26143,,,730,810,,,730,810,,,CHI 010
26143,,,970,1020,,,,,,,CHI 010
26144,,,730,810,,,730,810,,,CHI 010
26144,,,970,1020,,,,,,,CHI 010
26146,,,690,710,,,690,710,,,CHI 021
26146,,,600,680,,,600,680,,,CHI 021
26148,,,730,810,,,730,810,,,CHI 023
26148,,,,,910,960,,,,,CHI 023
26149,,,730,810,,,730,810,,,CHI 023
26149,,,,,970,1020,,,,,CHI 023
26151,,,630,710,,,630,710,,,CHI 050
26151,,,,,,,790,840,,,CHI 050
26152,,,630,710,,,630,710,,,CHI 050
26152,,,,,,,850,900,,,CHI 050
26153,,,630,710,,,630,710,,,CHI 050
26153,,,850,900,,,,,,,CHI 050
26154,,,850,900,,,,,,,CHI 050
26154,,,630,710,,,630,710,,,CHI 050
26155,850,900,,,,,,,,,CHI 050
26155,,,630,710,,,630,710,,,CHI 050
26156,,,630,710,,,630,710,,,CHI 050
26156,910,960,,,,,,,,,CHI 050
26157,730,780,,,,,,,,,CHI 050
26157,,,630,710,,,630,710,,,CHI 050
26158,790,840,,,,,,,,,CHI 050
26158,,,630,710,,,630,710,,,CHI 050
26159,,,,,1090,1140,,,,,CHI 050
26159,,,630,710,,,630,710,,,CHI 050
53554,,,,,970,1140,,,,,CHI 060
53554,,,,,,,1030,1080,,,CHI 060
53556,,,,,970,1140,,,,,CHI 060
53556,,,,,,,970,1020,,,CHI 060
53558,730,780,,,730,780,,,,,CHI 070
26163,,,540,710,,,540,710,,,CHI 073
26163,,,,,,,,,,,CHI 073
@,,,,,,,,,,,CHI 092
@,,,,,,,,,,,CHI 098
@,,,,,910,990,,,,,CHI 098
@,,,,,,,,,,,CHI 099
53559,850,960,,,850,960,,,,,CHI 110
53560,600,710,,,600,710,,,,,CHI 112
53557,,,730,810,,,730,810,,,CHI 120
26197,,,540,620,,,540,620,,,CHI 121
53757,,,730,810,,,730,810,,,CHI 131
26202,850,960,,,850,960,,,,,CHI 154
53416,,,970,1080,,,970,1080,,,CHI 156
26204,,,,,910,1140,,,,,CHI 165
